group,worker_id,chat_input,chat_response,chat_bot_type
jugglechat,5dfeb647c0b81fb457299d05,How can I differentiate the symptoms of COVID-19 from a common cold,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5b537201c09af90001f100da,how long do the symptoms last,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
jugglechat,5eb07ca9744ab31361898861,can covid-19 be transmitted through bodily fluids,"It can be possible, as people can touch a surface that has the virus on it and then touch their mouth, nose, or eyes... but the current understanding of how COVID-19 spreads is through respiratory droplets.",faq
jugglechat,5e28a683049d4806e244ca02,When will covid19 likely leave main population,"Coronavirus are a type of virus - there are many kinds, and some of them can cause disease. Examples of coronaviruses include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrome (MERS-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   COVID19 is a novel coronavirus that has been recently identified.   [[Would you like more information on COVID19?]] [[Would you like to know the symptoms of COVID19?]]    ",faq
jugglechat,58945874b5496d00018cfe1c,How is coronavirus transmitted,circulate among animals with some of them also known to infect humans,qa
jugglechat,5f6a56736ff2f810b5756509,where did the virus originate,"Coronaviruses are a large family of viruses. Some cause illness in people, and others, such as canine and feline coronaviruses, only infect animals. Rarely, animal coronaviruses that infect animals have emerged to infect people and can spread between people. This is suspected to have occurred for the virus that causes COVID-19. Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS) are two other examples of coronaviruses that originated from animals and then spread to people. More information about the source and spread of COVID-19 is available on the Situation Summary: Source and Spread of the Virus.",faq
jugglechat,5f4c2efda7461b8435ce9fd3,Is covid-19 an airborne virus,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5a9d6bc3b5e2110001c6de60,Does Covid affect men or women more,most pregnant women will likely experience only mild to moderate cold and flu - like symptoms,qa
jugglechat,5b6c0505b98cef00016f78ba,If i have a fever should i stay at home,"Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. As COVID-19 spreads person-to-person in close contact, we want to reduce the chance of infection amongst populations that are vulnerable. This includes older adults (over the age of 65) and those with suppressed immune systems. It is also to help reduce the burden on healthcar esystems and workers, as there are not enough workers and beds to care for patients if everyone were to have COVID-19 at the same time.",faq
jugglechat,58945874b5496d00018cfe1c,Where did coronavirus start,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5be8bde6598a35000108e15f,How many patients worldwide are currently in intensive care with COVID,scientists are currently testing it to see if it can be used to treat COVID19,qa
jugglechat,5b537201c09af90001f100da,what is the best medicine for covid,there is no evidence that current medicine can prevent or cure the disease,qa
jugglechat,5e9b60ab511e7a0650994050,do children catch the virus,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
jugglechat,5f95953c6235723f9ee7441b,where are the questions,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
